timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
2023/12/26 11:01:13.488,579,Create User,201,Created,Thread Group 1-1,text,true,,1183,398,2,2,https://gorest.co.in/public/v2/users,579,0,213
2023/12/26 11:01:14.070,242,Verify User is created-(GET),200,OK,Thread Group 1-1,text,true,,2410,278,2,2,https://gorest.co.in/public/v2/users,242,0,0
2023/12/26 11:01:14.313,204,Update User,200,OK,Thread Group 1-1,text,true,,1127,386,2,2,https://gorest.co.in/public/v2/users/5852953,204,0,0
2023/12/26 11:01:14.046,552,Create User,201,Created,Thread Group 1-2,text,true,,1189,396,2,2,https://gorest.co.in/public/v2/users,552,0,168
2023/12/26 11:01:14.518,246,Verify Updated User-(GET),200,OK,Thread Group 1-1,text,true,,2391,278,3,3,https://gorest.co.in/public/v2/users,246,0,0
2023/12/26 11:01:14.599,248,Verify User is created-(GET),200,OK,Thread Group 1-2,text,true,,2385,278,3,3,https://gorest.co.in/public/v2/users,248,0,0
2023/12/26 11:01:14.765,258,Delete User,204,No Content,Thread Group 1-1,,true,,897,308,3,3,https://gorest.co.in/public/v2/users/5852953,0,0,0
2023/12/26 11:01:14.848,215,Update User,200,OK,Thread Group 1-2,text,true,,1129,386,3,3,https://gorest.co.in/public/v2/users/5852954,215,0,0
2023/12/26 11:01:14.602,546,Create User,201,Created,Thread Group 1-3,text,true,,1187,394,3,3,https://gorest.co.in/public/v2/users,546,0,176
2023/12/26 11:01:15.064,213,Verify Updated User-(GET),200,OK,Thread Group 1-2,text,true,,2393,278,4,4,https://gorest.co.in/public/v2/users,213,0,0
2023/12/26 11:01:15.024,261,Verify Deleted User-(GET),200,OK,Thread Group 1-1,text,true,,2385,278,4,4,https://gorest.co.in/public/v2/users,261,0,0
2023/12/26 11:01:15.149,227,Verify User is created-(GET),200,OK,Thread Group 1-3,text,true,,2385,278,3,3,https://gorest.co.in/public/v2/users,227,0,0
